,Tournament,League,Link,DateTime UTC,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Team,ID,Nationality,Country,Birthdate,Region,Short
4645,IWCI 2016,2015 IWCI,micaO,2016-04-17 03:09:00,34:31,INTZ,Lyon Gaming (2013 Latin American Team),1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4646,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
4647,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
4648,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
4649,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
4650,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
4651,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
4652,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
4653,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
4654,IWCI 2016,2015 IWCI,micaO,2016-04-17 20:57:00,45:37,Chiefs Esports Club,INTZ,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
4655,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4656,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4657,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4658,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4659,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4660,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4661,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4662,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
4663,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4664,IWCI 2016,2015 IWCI,micaO,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4665,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4666,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4667,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4668,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4669,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4670,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4671,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4672,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
4673,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4674,IWCI 2016,2015 IWCI,micaO,2016-04-18 23:06:00,66:53,INTZ,DetonatioN FocusMe,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4675,IWCI 2016,2015 IWCI,micaO,2016-04-19 23:21:00,27:18,SuperMassive Esports,INTZ,0,1,INTZ,,,,,,,
4676,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4677,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4678,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4679,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4680,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4681,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4682,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4683,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
4684,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4685,IWCI 2016,2015 IWCI,micaO,2016-04-20 02:55:00,31:49,INTZ,Saigon Jokers,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4686,IWCI 2016,2015 IWCI,micaO,2016-04-20 04:21:00,29:37,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4687,IWCI 2016,2015 IWCI,micaO,2016-04-20 21:01:00,39:43,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4688,IWCI 2016,2015 IWCI,micaO,2016-04-20 21:01:00,39:43,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4689,IWCI 2016,2015 IWCI,micaO,2016-04-20 21:01:00,39:43,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4690,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4691,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4692,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4693,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4694,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4695,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4696,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4697,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Thominhas,,,,Brazil,ITZ
4698,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4699,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4700,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4701,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4702,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4703,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4704,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4705,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4706,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4707,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Thominhas,,,,Brazil,ITZ
4708,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4709,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4710,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4711,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4712,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4713,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4714,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4715,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4716,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4717,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Thominhas,,,,Brazil,ITZ
4718,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4719,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4720,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:50:00,27:03,Hard Random,INTZ,3,0,Hard Random,,,,,,,
4721,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:50:00,27:03,Hard Random,INTZ,3,0,Hard Random,,,,,,,
4722,IWCI 2016,2015 IWCI,micaO,2016-04-20 22:50:00,27:03,Hard Random,INTZ,3,0,Hard Random,,,,,,,
4723,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-16 23:39:00,29:05,SuperMassive Esports,Chiefs Esports Club,1,0,SuperMassive Esports,,,,,,,
4724,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-17 22:31:00,37:03,Saigon Jokers,SuperMassive Esports,1,0,Saigon Jokers,,,,,,,
4725,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
4726,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
4727,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
4728,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
4729,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
4730,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
4731,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
4732,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
4733,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 03:30:00,31:56,DetonatioN FocusMe,SuperMassive Esports,0,1,SuperMassive Esports,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
4734,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-18 21:05:00,35:59,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4735,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Gavotto,,Mexico,,Latin America,ISG
4736,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4737,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4738,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4739,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4740,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4741,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Pan,,Argentina,,Latin America,ISG
4742,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,qShiroo,,Mexico,,Latin America,ISG
4743,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4744,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4745,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-19 23:21:00,27:18,SuperMassive Esports,INTZ,0,1,INTZ,,,,,,,
4746,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-20 02:12:00,24:35,Lyon Gaming (2013 Latin American Team),SuperMassive Esports,0,1,SuperMassive Esports,,,,,,,
4747,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-20 05:23:00,38:10,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4748,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 16:27:00,31:25,SuperMassive Esports,Saigon Jokers,1,0,SuperMassive Esports,,,,,,,
4749,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 16:27:00,31:25,SuperMassive Esports,Saigon Jokers,1,0,SuperMassive Esports,,,,,,,
4750,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 16:27:00,31:25,SuperMassive Esports,Saigon Jokers,1,0,SuperMassive Esports,,,,,,,
4751,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 17:54:00,26:14,SuperMassive Esports,Saigon Jokers,2,0,SuperMassive Esports,,,,,,,
4752,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 17:54:00,26:14,SuperMassive Esports,Saigon Jokers,2,0,SuperMassive Esports,,,,,,,
4753,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 17:54:00,26:14,SuperMassive Esports,Saigon Jokers,2,0,SuperMassive Esports,,,,,,,
4754,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 18:36:00,26:55,SuperMassive Esports,Saigon Jokers,3,0,SuperMassive Esports,,,,,,,
4755,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 18:36:00,26:55,SuperMassive Esports,Saigon Jokers,3,0,SuperMassive Esports,,,,,,,
4756,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-21 18:36:00,26:55,SuperMassive Esports,Saigon Jokers,3,0,SuperMassive Esports,,,,,,,
4757,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4758,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4759,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4760,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4761,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 18:20:00,33:27,Hard Random,SuperMassive Esports,1,1,Hard Random,,,,,,,
4762,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 18:20:00,33:27,Hard Random,SuperMassive Esports,1,1,Hard Random,,,,,,,
4763,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 18:20:00,33:27,Hard Random,SuperMassive Esports,1,1,Hard Random,,,,,,,
4764,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 18:20:00,33:27,Hard Random,SuperMassive Esports,1,1,Hard Random,,,,,,,
4765,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 19:20:00,30:04,SuperMassive Esports,Hard Random,2,1,SuperMassive Esports,,,,,,,
4766,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 19:20:00,30:04,SuperMassive Esports,Hard Random,2,1,SuperMassive Esports,,,,,,,
4767,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 19:20:00,30:04,SuperMassive Esports,Hard Random,2,1,SuperMassive Esports,,,,,,,
4768,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 19:20:00,30:04,SuperMassive Esports,Hard Random,2,1,SuperMassive Esports,,,,,,,
4769,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 20:21:00,28:57,Hard Random,SuperMassive Esports,1,3,SuperMassive Esports,,,,,,,
4770,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 20:21:00,28:57,Hard Random,SuperMassive Esports,1,3,SuperMassive Esports,,,,,,,
4771,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 20:21:00,28:57,Hard Random,SuperMassive Esports,1,3,SuperMassive Esports,,,,,,,
4772,IWCI 2016,2015 IWCI,Naru (Koray Bıçak),2016-04-23 20:21:00,28:57,Hard Random,SuperMassive Esports,1,3,SuperMassive Esports,,,,,,,
4773,IWCI 2016,2015 IWCI,Newbie,2016-04-16 20:42:00,56:06,Lyon Gaming (2013 Latin American Team),Isurus,0,1,Isurus,,,,,,,
4774,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Gavotto,,Mexico,,Latin America,ISG
4775,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4776,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4777,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4778,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4779,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4780,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Pan,,Argentina,,Latin America,ISG
4781,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,qShiroo,,Mexico,,Latin America,ISG
4782,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4783,IWCI 2016,2015 IWCI,Newbie,2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4784,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4785,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4786,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4787,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4788,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4789,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4790,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
